Company_Name,Talk_E,Talk_S,Talk_G,Walk_E,Walk_S,Walk_G,Gap_E,Gap_S,Gap_G,Final_E,Final_S,Final_G,Final_ESG_Score,Confidence_Level,Risk_Flag
DALBHARAT_25062025175835_Finalbrsr2025signed,0.8434999999999999,0.4585,0.7415,0.0,0.0,0.0,0.8434999999999999,0.4585,0.7415,0.126525,0.068775,0.11122500000000002,9.479750000000001,Low,Greenwashing Risk | High Volatility
JYOTHY LABS LTD,0.8131,0.5014,0.7413,0.0,0.0,0.0,0.8131,0.5014,0.7413,0.12196500000000002,0.07521,0.11119500000000002,9.477845000000002,Medium,Greenwashing Risk | High Volatility
DLF_13072025094510_BRSR_Report,0.813,0.5385,0.6953,0.0,0.0,0.0,0.813,0.5385,0.6953,0.12195,0.08077500000000001,0.10429500000000003,9.477200000000002,Low,Greenwashing Risk | High Volatility
KARURVYSYA_13082025154521_BRSR_NSE_BSE,0.6744,0.6803,0.7633,0.0,0.0,0.0,0.6744,0.6803,0.7633,0.10116,0.10204500000000002,0.11449500000000004,9.47681,Low,Greenwashing Risk | High Volatility
LINDEINDIA1_12082025174254_Linde_India_BRSR_FY_2024-25,0.8218000000000001,0.5022,0.7239,0.0,0.0,0.0,0.8218000000000001,0.5022,0.7239,0.12327000000000005,0.07533000000000001,0.10858499999999999,9.473735000000001,Low,Greenwashing Risk | High Volatility
GMRINFRA_05092025195049_05092025-BRSR,0.7253000000000001,0.6027,0.7666,0.0,0.0,0.0,0.7253000000000001,0.6027,0.7666,0.10879500000000003,0.09040500000000001,0.11499000000000004,9.464285000000002,Low,Greenwashing Risk | High Volatility
COALINDIA_04082025110405_BRSR2425,0.809,0.5047,0.7408,0.0,0.0,0.0,0.809,0.5047,0.7408,0.12135000000000004,0.07570500000000002,0.11112000000000002,9.464255000000003,Low,Greenwashing Risk | High Volatility
RADICO_16072025115410_BRSR,0.7953,0.606,0.6386,0.0,0.0,0.0,0.7953,0.606,0.6386,0.11929500000000001,0.09090000000000001,0.09579000000000001,9.461630000000003,Low,Greenwashing Risk | High Volatility
FIVE-STAR BUSINESS FINANCE LTD,0.6417,0.6329,0.6077,0.0,0.0,0.0,0.6417,0.6329,0.6077,0.09625500000000001,0.09493499999999999,0.09115500000000001,9.457080000000001,Low,Greenwashing Risk
POLYCAB_30072025100354_Intimation_for_BRSR_for_FY_2024-25,0.6956,0.7347,0.6518999999999999,0.0,0.0,0.0,0.6956,0.7347,0.6518999999999999,0.10433999999999999,0.11020500000000003,0.09778500000000001,9.45194,Low,Greenwashing Risk | High Volatility
ITC_27062025154418_SE_BRSR_,0.8519,0.4722,0.6914,0.0,0.0,0.0,0.8519,0.4722,0.6914,0.127785,0.07083000000000002,0.10371000000000002,9.41102,Low,Greenwashing Risk | High Volatility
RAMKRISHNA FORGINGS LTD,0.7696,0.6709,0.5898,0.0,0.0,0.0,0.7696,0.6709,0.5898,0.11544000000000001,0.10063500000000003,0.08847000000000002,9.410795000000004,Medium,Greenwashing Risk | High Volatility
COLGATE PALMOLIVE (INDIA),0.7865000000000001,0.5306000000000001,0.7315999999999999,0.0,0.0,0.0,0.7865000000000001,0.5306000000000001,0.7315999999999999,0.11797500000000002,0.07959000000000002,0.10973999999999998,9.401690000000002,Low,Greenwashing Risk | High Volatility | Low Coverage
BOSCH LTD,0.1,0.1,0.1,0.0,0.0101,0.4669,0.1,0.08990000000000001,-0.3669,0.015000000000000006,0.023585000000000002,0.32014,9.394635,Medium,Low Disclosure
FSN E-COMMERCE VENTURES LTD,0.6023,0.6748000000000001,0.6081,0.0,0.0,0.0,0.6023,0.6748000000000001,0.6081,0.09034500000000001,0.10122000000000003,0.09121500000000002,9.393375,Medium,Greenwashing Risk
GUJARAT GAS LTD,0.7071999999999999,0.5404,0.7162000000000001,0.0,0.02,0.0,0.7071999999999999,0.5204,0.7162000000000001,0.10607999999999998,0.09806000000000004,0.10743,9.393130000000001,Medium,Greenwashing Risk | High Volatility
EICHERMOT_28072025190434_EMLIR25BRSRFinal28072025Signed,0.7501000000000001,0.5634,0.747,0.0,0.0,0.0,0.7501000000000001,0.5634,0.747,0.11251500000000006,0.08451,0.11205000000000001,9.371720000000003,Low,Greenwashing Risk | High Volatility
ICICI LOMBARD GENERAL INSURANCE,0.6611,0.6654000000000001,0.7757,0.0,0.0,0.0,0.6611,0.6654000000000001,0.7757,0.099165,0.09981000000000004,0.11635500000000001,9.366245000000001,Low,Greenwashing Risk | High Volatility
BATAINDIA_18072025144329_SE_Letter_BRSR_2025_Signed,0.6995,0.5085999999999999,0.633,0.0,0.0,0.0,0.6995,0.5085999999999999,0.633,0.10492499999999999,0.07629,0.09495000000000003,9.35544,Low,Greenwashing Risk
LEMON TREE HOTELS LTD,0.8334999999999999,0.5972999999999999,0.5522,0.0,0.0,0.0,0.8334999999999999,0.5972999999999999,0.5522,0.125025,0.08959500000000001,0.08283000000000001,9.349295,Low,Greenwashing Risk | High Volatility | Low Coverage
Zen Technologies,0.5041,0.8249,0.8493,0.0,0.0,0.0,0.5041,0.8249,0.8493,0.07561500000000002,0.12373500000000004,0.127395,9.347720000000002,Low,Greenwashing Risk | High Volatility
Siemens Ltd,0.8297,0.4686,0.7167,0.0,0.0,0.0,0.8297,0.4686,0.7167,0.12445500000000001,0.07029000000000002,0.10750499999999999,9.342635,Low,Greenwashing Risk | High Volatility
STAR HEALTH & ALLIED INSURANCE,0.6543000000000001,0.5816,0.6164999999999999,0.0,0.0,0.0,0.6543000000000001,0.5816,0.6164999999999999,0.09814500000000004,0.08724000000000001,0.092475,9.334695000000002,Low,Greenwashing Risk
SONATA SOFTWARE LTD,0.7465999999999999,0.6212,0.6716,0.0,0.0,0.0,0.7465999999999999,0.6212,0.6716,0.11198999999999998,0.09318000000000001,0.10074,9.334639999999998,Medium,Greenwashing Risk | High Volatility
WELENT_07082025213545_Intimation,0.6897,0.6254,0.7659999999999999,0.0,0.0,0.0,0.6897,0.6254,0.7659999999999999,0.10345500000000002,0.09381,0.11490000000000003,9.332630000000002,Low,Greenwashing Risk | High Volatility
IRB Infrastructure Developers Limited,0.6634,0.639,0.5279,0.0,0.0,0.0,0.6634,0.639,0.5279,0.09950999999999999,0.09584999999999999,0.079185,9.329415,Low,Greenwashing Risk
MARUTIASHISH_05082025211748_STXintimation_BRSR_2025,0.7369,0.5467,0.7776000000000001,0.0,0.0,0.0,0.7369,0.5467,0.7776000000000001,0.11053500000000002,0.082005,0.11664000000000002,9.321695000000002,Low,Greenwashing Risk | High Volatility
BAJAJ FINANCE LTD_23_24,0.7902,0.4604,0.7861,0.0,0.0,0.0,0.7902,0.4604,0.7861,0.11853000000000002,0.06906,0.11791500000000005,9.304055000000002,Low,Greenwashing Risk | High Volatility
MAZAGON DOCK SHIPBUILDERS LT,0.1,0.1,0.1,0.0,0.0,0.478,0.1,0.1,-0.378,0.015000000000000006,0.015000000000000006,0.3268,9.295,Medium,Low Disclosure
ADANI GREEN_06102023122951_BRSR,0.8665,0.5282,0.5648,0.0,0.0,0.0,0.8665,0.5282,0.5648,0.129975,0.07923000000000002,0.08472000000000002,9.293030000000002,Low,Greenwashing Risk | High Volatility
Eternal,0.7382,0.5529,0.7595000000000001,0.0,0.0,0.0,0.7382,0.5529,0.7595000000000001,0.11073,0.08293500000000001,0.11392500000000005,9.29123,Low,Greenwashing Risk | High Volatility
NAVA LTD,0.6995,0.5058,0.6184000000000001,0.0,0.0,0.0,0.6995,0.5058,0.6184000000000001,0.10492499999999999,0.07587000000000002,0.09276000000000001,9.28767,Low,Greenwashing Risk
NEWGEN SOFTWARE TECHNOLOGIES,0.741,0.6301,0.6576000000000001,0.0,0.0,0.0,0.741,0.6301,0.6576000000000001,0.11115,0.09451499999999999,0.09864000000000003,9.286565,Low,Greenwashing Risk | High Volatility | Low Coverage
DABURIN_09072025181752_FBRSR,0.8112,0.5434,0.6404000000000001,0.0,0.0,0.0,0.8112,0.5434,0.6404000000000001,0.12168000000000004,0.08151,0.09606000000000003,9.282230000000002,Low,Greenwashing Risk | High Volatility
RECLTD_01082025234706_Signed_IntimationBRSR_010825,0.7243999999999999,0.6208,0.6962,0.0,0.0,0.0,0.7243999999999999,0.6208,0.6962,0.10865999999999998,0.09312000000000001,0.10443,9.278509999999999,Low,Greenwashing Risk | High Volatility
SOLARINDS_27062025215740_SignedBRSR2025,0.6773,0.6493000000000001,0.7429000000000001,0.0,0.0,0.0,0.6773,0.6493000000000001,0.7429000000000001,0.10159499999999999,0.09739500000000004,0.111435,9.2753,Low,Greenwashing Risk | High Volatility
HCLTECH_02082025204043_BRSR_2024-25,0.649,0.6254,0.8165,0.0,0.0,0.0,0.649,0.6254,0.8165,0.09734999999999999,0.09381,0.122475,9.253385,Low,Greenwashing Risk | High Volatility
SBFC FINANCE LTD,0.6255,0.5854,0.6404000000000001,0.0,0.0,0.0,0.6255,0.5854,0.6404000000000001,0.09382499999999999,0.08781000000000003,0.09606000000000003,9.25191,Medium,Greenwashing Risk
L&T Ltd,0.6878,0.5946,0.7859,0.0,0.0,0.0,0.6878,0.5946,0.7859,0.10316999999999998,0.08919000000000002,0.11788500000000002,9.251495,Low,Greenwashing Risk | High Volatility
BEL_06082025173321_Letter_BRSR_Signed,0.8006,0.5222,0.6765000000000001,0.0,0.0,0.0,0.8006,0.5222,0.6765000000000001,0.12009000000000003,0.07833000000000001,0.10147500000000004,9.249065000000003,Low,Greenwashing Risk | High Volatility
AUROBINDO PHARMA LTD_23_24,0.7642,0.5065999999999999,0.7572,0.0,0.0,0.0,0.7642,0.5065999999999999,0.7572,0.11463000000000001,0.07599,0.11358000000000004,9.23891,Low,Greenwashing Risk | High Volatility
OIL & NATURAL GAS CORP LTD,0.6973,0.5855,0.7746999999999999,0.0,0.0,0.0,0.6973,0.5855,0.7746999999999999,0.104595,0.08782500000000001,0.116205,9.22988,Low,Greenwashing Risk | High Volatility
MGL25_31072025224204_SEIntimationMGLBRSR20242531072025,0.6504000000000001,0.6607999999999999,0.7623000000000001,0.0,0.0,0.0,0.6504000000000001,0.6607999999999999,0.7623000000000001,0.09756000000000004,0.09912000000000001,0.11434500000000006,9.223985000000003,Low,Greenwashing Risk | High Volatility
KEC_17072025183850_SEIntimation_BRSR,0.8051,0.6017,0.5617,0.0,0.0,0.0,0.8051,0.6017,0.5617,0.12076500000000004,0.090255,0.084255,9.217940000000002,Low,Greenwashing Risk | High Volatility
HitachiEnergy_24072025163636_SEBRSR_,0.7925,0.4581,0.7601,0.0,0.0,0.0,0.7925,0.4581,0.7601,0.11887500000000001,0.06871500000000001,0.11401500000000003,9.211040000000002,Low,Greenwashing Risk | High Volatility
NTPC2_07082025183536_BRSR_Stock_Exchange_07082025_signed,0.7956,0.4582,0.7515000000000001,0.0,0.0,0.0,0.7956,0.4582,0.7515000000000001,0.11934000000000003,0.06873,0.11272500000000002,9.199715000000003,Low,Greenwashing Risk | High Volatility
LAURUSLABS_16072025191915_BRSR16072025,0.7798999999999999,0.4753,0.7506999999999999,0.0,0.0,0.0,0.7798999999999999,0.4753,0.7506999999999999,0.11698500000000003,0.07129500000000001,0.11260500000000001,9.172610000000002,Low,Greenwashing Risk | High Volatility
DRREDDY_30062025181450_BRSRfy2025,0.7259,0.5364,0.7691,0.0,0.0,0.0,0.7259,0.5364,0.7691,0.10888500000000001,0.08046,0.11536500000000002,9.169325,Low,Greenwashing Risk | High Volatility
Godrej Consumer Products,0.7031000000000001,0.5477000000000001,0.7944,0.0,0.0,0.0,0.7031000000000001,0.5477000000000001,0.7944,0.10546500000000003,0.08215500000000003,0.11916000000000004,9.166265000000003,Low,Greenwashing Risk | High Volatility
ECLERX SERVICES LTD,0.7234,0.6219,0.6653,0.0,0.0,0.0,0.7234,0.6219,0.6653,0.10851,0.093285,0.09979500000000002,9.161150000000001,Low,Greenwashing Risk | High Volatility | Low Coverage
Godrej Properties,0.7716,0.4559,0.7846,0.0,0.0,0.0,0.7716,0.4559,0.7846,0.11574000000000004,0.06838500000000002,0.11769000000000002,9.154745000000002,Low,Greenwashing Risk | High Volatility
3M India Limited,0.7944,0.44770000000000004,0.7529,0.0,0.0,0.0,0.7944,0.44770000000000004,0.7529,0.11916000000000004,0.067155,0.11293500000000004,9.148220000000002,Low,Greenwashing Risk | High Volatility
SAIL_25082025170923_BRSR_SAIL,0.6926000000000001,0.6255,0.7091,0.0,0.0,0.0,0.6926000000000001,0.6255,0.7091,0.10389000000000004,0.09382499999999999,0.10636500000000002,9.138860000000003,Low,Greenwashing Risk | High Volatility
PRESTIGE_19082025162354_Intimation_BRSR,0.7767000000000001,0.4549,0.7718,0.0,0.0,0.0,0.7767000000000001,0.4549,0.7718,0.11650500000000005,0.068235,0.11577000000000004,9.135755000000003,Low,Greenwashing Risk | High Volatility
CONTAINER CORP OF INDIA LTD,0.7448999999999999,0.515,0.7525,0.0,0.0,0.0,0.7448999999999999,0.515,0.7525,0.11173499999999997,0.07725000000000001,0.112875,9.132964999999999,Low,Greenwashing Risk | High Volatility | Low Coverage
DIVISLAB_14072025185732_BRSR2024-25_Divislabs_Submission,0.7957,0.4597,0.7306,0.0,0.0,0.0,0.7957,0.4597,0.7306,0.11935500000000002,0.06895500000000002,0.10958999999999999,9.128975,Low,Greenwashing Risk | High Volatility
MOTILALOFS_23062025202533_MOFSL_BRSR_FY_2024_2025_signed,0.6767,0.6175999999999999,0.743,0.0,0.0,0.0,0.6767,0.6175999999999999,0.743,0.10150499999999998,0.09264,0.11145000000000002,9.12431,Low,Greenwashing Risk | High Volatility
GUJARAT STATE PETRONET LTD,0.6256,0.6666,0.5036,0.0,0.0,0.0,0.6256,0.6666,0.5036,0.09384,0.09999,0.07554000000000002,9.117150000000002,Low,Greenwashing Risk | Low Coverage
OIL_26082025173409_BRSRFY20242526082025,0.7696999999999999,0.5229,0.6925,0.0,0.0,0.0,0.7696999999999999,0.5229,0.6925,0.115455,0.078435,0.10387500000000002,9.10838,Low,Greenwashing Risk | High Volatility
Biocon2_17072025151850_Biocon_AGM_Intimation_SEs,0.6106,0.5901,0.888,0.0,0.0,0.0,0.6106,0.5901,0.888,0.09159,0.08851500000000001,0.1332,9.103925,Low,Greenwashing Risk | High Volatility
PHOENIXLTD4_06092025175235_PML_BRSR_06092025_sd,0.6576000000000001,0.6382,0.7452,0.0,0.0,0.0,0.6576000000000001,0.6382,0.7452,0.09864000000000003,0.09573000000000001,0.11178000000000002,9.102290000000004,Low,Greenwashing Risk | High Volatility
TRIVENI ENGINEERING & INDUSTRY,0.7273000000000001,0.5959,0.6737000000000001,0.0,0.0,0.0,0.7273000000000001,0.5959,0.6737000000000001,0.109095,0.08938500000000002,0.10105500000000003,9.09749,Low,Greenwashing Risk | High Volatility
Kotakmahindrabank_19092025171829_BRSR_FY25,0.6533,0.5771000000000001,0.8266,0.0,0.0,0.0,0.6533,0.5771000000000001,0.8266,0.097995,0.08656500000000003,0.12399000000000004,9.095045000000002,Low,Greenwashing Risk | High Volatility
BOSCHLTD2024_08072025154647_LettertoSEBRSR2025,0.6877,0.5847,0.7526,0.0,0.0,0.0,0.6877,0.5847,0.7526,0.103155,0.087705,0.11289000000000002,9.079925000000001,Low,Greenwashing Risk | High Volatility
SIGNATUREGLOBAL INDIA LTD,0.1,0.1,0.1,0.0,0.0,0.4634,0.1,0.1,-0.36339999999999995,0.015000000000000006,0.015000000000000006,0.31804,9.076,Medium,Low Disclosure
HEROMOTO_12072025142933_StxintimationBRSR,0.8012,0.4581,0.7027,0.0,0.0,0.0,0.8012,0.4581,0.7027,0.12018000000000004,0.06871500000000001,0.105405,9.053210000000002,Low,Greenwashing Risk | High Volatility
BHARTIARTL_16072025232215_BAL_STX_BRSR_FY24-25,0.6504000000000001,0.6099,0.7793000000000001,0.0,0.0,0.0,0.6504000000000001,0.6099,0.7793000000000001,0.09756000000000004,0.09148500000000001,0.11689500000000003,9.051050000000004,Low,Greenwashing Risk | High Volatility
TIINDIA_04072025232433_TIINSEAR2025BRSR,0.7512000000000001,0.5243,0.7070000000000001,0.0,0.0,0.0,0.7512000000000001,0.5243,0.7070000000000001,0.11268000000000006,0.07864500000000002,0.10605000000000003,9.047165000000003,Low,Greenwashing Risk | High Volatility
SRF Ltd,0.7524,0.4982,0.7361,0.0,0.0,0.0,0.7524,0.4982,0.7361,0.11286000000000002,0.07473000000000002,0.11041499999999999,9.042845,Low,Greenwashing Risk | High Volatility
PAYTM_06082025105925_BRSR31032025_Signed,0.7099,0.5112,0.7944,0.0,0.0,0.0,0.7099,0.5112,0.7944,0.106485,0.07668,0.11916000000000004,9.04142,Low,Greenwashing Risk | High Volatility
MAZDOCK_28082025231227_SE_Disclosure_BRSR,0.7093,0.539,0.7584000000000001,0.0,0.0,0.0,0.7093,0.539,0.7584000000000001,0.10639500000000002,0.08085,0.11376000000000006,9.031730000000003,Low,Greenwashing Risk | High Volatility
TATACOMM_16062025223319_18197B,0.6995999999999999,0.5849,0.7139,0.0,0.0,0.0,0.6995999999999999,0.5849,0.7139,0.10494,0.08773500000000001,0.10708499999999999,9.01427,Low,Greenwashing Risk | High Volatility
TITAGARH RAIL SYSTEMS LTD,0.7345,0.5325,0.7142000000000001,0.0,0.0,0.0,0.7345,0.5325,0.7142000000000001,0.110175,0.079875,0.10713000000000003,9.002075000000001,Low,Greenwashing Risk | High Volatility
CHOLAMANDALAM INVESTMENT AND,0.6855,0.58,0.7391,0.0,0.0,0.0,0.6855,0.58,0.7391,0.102825,0.087,0.11086500000000002,8.992925,Medium,Greenwashing Risk | High Volatility
TEJAS NETWORKS LTD,0.7394,0.5404,0.6916,0.0,0.0,0.0,0.7394,0.5404,0.6916,0.11090999999999998,0.08106000000000002,0.10374,8.9864,Medium,Greenwashing Risk | High Volatility
ANAND RATHI WEALTH LTD - 24 -25,0.6762,0.4972,0.5859000000000001,0.0,0.0,0.0,0.6762,0.4972,0.5859000000000001,0.10142999999999999,0.07458000000000001,0.08788500000000002,8.972025,Low,Greenwashing Risk
CASTROLINDIA_25022025195909_SE_Intimation_BRSRFY2024_25022025,0.7592,0.5428999999999999,0.6496,0.0,0.0,0.0,0.7592,0.5428999999999999,0.6496,0.11388000000000001,0.08143500000000001,0.09744000000000003,8.971205000000001,Low,Greenwashing Risk | High Volatility
ASTRAL LTD_23_24,0.8029000000000001,0.4947,0.6308,0.0,0.0,0.0,0.8029000000000001,0.4947,0.6308,0.12043500000000004,0.07420500000000001,0.09462000000000004,8.964995000000004,Low,Greenwashing Risk | High Volatility
CLEAN SCIENCE & TECHNOLOGY LTD,0.7984,0.4205,0.7297,0.0,0.0,0.0,0.7984,0.4205,0.7297,0.11976000000000003,0.06307500000000002,0.10945500000000002,8.961140000000004,Low,Greenwashing Risk | High Volatility
HINDPETRO1_28072025211142_BRSR,0.7447,0.4997,0.7240000000000001,0.0,0.0,0.0,0.7447,0.4997,0.7240000000000001,0.11170500000000003,0.07495500000000001,0.1086,8.953625000000002,Low,Greenwashing Risk | High Volatility
WAAREE_04092025172850_Waaree-Energies_BRSR_02092025_Final,0.7476,0.4738,0.7501000000000001,0.0,0.0,0.0,0.7476,0.4738,0.7501000000000001,0.11214000000000002,0.07107000000000002,0.11251500000000006,8.950205000000004,Low,Greenwashing Risk | High Volatility
EID PARRY INDIA LTD,0.664,0.5638000000000001,0.5189,0.0,0.0,0.0,0.664,0.5638000000000001,0.5189,0.0996,0.08457000000000003,0.07783500000000002,8.949945000000001,Low,Greenwashing Risk | Low Coverage
IPCALAB_11072025142934_IpcaBRSRReport2024-25,0.7881999999999999,0.5496,0.5784,0.0,0.0,0.0,0.7881999999999999,0.5496,0.5784,0.11823000000000003,0.08244000000000001,0.08676,8.926760000000002,Low,Greenwashing Risk | High Volatility
Aster_DM_BRSR_2024-25,0.7269,0.5041,0.7423000000000001,0.0,0.0,0.0,0.7269,0.5041,0.7423000000000001,0.10903500000000002,0.07561500000000002,0.111345,8.92523,Low,Greenwashing Risk | High Volatility
Affle-3i-Limited_BRSR_24_25,0.6618999999999999,0.4315,0.6799,0.0,0.0,0.0,0.6618999999999999,0.4315,0.6799,0.09928500000000001,0.064725,0.10198499999999999,8.92464,Low,Greenwashing Risk
BAJAJ FINSERV LTD_24_25,0.7432,0.4428,0.7886,0.0,0.0,0.0,0.7432,0.4428,0.7886,0.11148,0.06642000000000002,0.11829,8.92139,Low,Greenwashing Risk | High Volatility
ACC_1_31052025185334_ACC_BRSR_2025,0.8277,0.5072,0.5579,0.0,0.0,0.0,0.8277,0.5072,0.5579,0.12415500000000004,0.07608000000000001,0.08368500000000001,8.913425000000004,Low,Greenwashing Risk | High Volatility
Max_25082025155324_SEDBRSR2025,0.723,0.5172,0.7283,0.0,0.0,0.0,0.723,0.5172,0.7283,0.10845000000000002,0.07758000000000001,0.10924499999999998,8.907905000000001,Low,Greenwashing Risk | High Volatility
UTI ASSET MANAGEMENT CO LTD,0.5932,0.5674,0.6264,0.0,0.0,0.0,0.5932,0.5674,0.6264,0.08898,0.08511000000000002,0.09396000000000002,8.90253,Low,Greenwashing Risk | Low Coverage
IOB_19062025130224_BRSR2425,0.635,0.47600000000000003,0.6631999999999999,0.0,0.0,0.0,0.635,0.47600000000000003,0.6631999999999999,0.09525,0.0714,0.09947999999999999,8.891399999999999,Low,Greenwashing Risk
HAL_30072025115044_BRSR,0.8065000000000001,0.44020000000000004,0.6723,0.0,0.0,0.0,0.8065000000000001,0.44020000000000004,0.6723,0.12097500000000003,0.06603,0.10084499999999999,8.890955000000002,Low,Greenwashing Risk | High Volatility
INDIANB_25052025154810_SE_BRSR_FY2025,0.6820999999999999,0.5493,0.7543000000000001,0.0,0.0,0.0,0.6820999999999999,0.5493,0.7543000000000001,0.10231499999999999,0.08239500000000002,0.11314500000000002,8.884730000000003,Low,Greenwashing Risk | High Volatility
METROPOLIS HEALTHCARE LTD,0.7909,0.5447,0.5613,0.0,0.0,0.0,0.7909,0.5447,0.5613,0.11863500000000002,0.081705,0.08419500000000002,8.857670000000002,Medium,Greenwashing Risk | High Volatility
ERIS_02072025194252_BRSRsigned,0.7531,0.5813,0.5821999999999999,0.0,0.0,0.0,0.7531,0.5813,0.5821999999999999,0.11296500000000001,0.08719500000000002,0.08732999999999999,8.856755,Low,Greenwashing Risk | High Volatility
Lupin2_21072025103550_LupinBRSR_FY202425,0.8018000000000001,0.5398,0.5473,0.0,0.0,0.0,0.8018000000000001,0.5398,0.5473,0.12027000000000004,0.08097000000000001,0.082095,8.854325000000003,Low,Greenwashing Risk | High Volatility
RAILTEL CORP OF INDIA LTD,0.6960999999999999,0.35229999999999995,0.6966,0.0,0.0,0.0,0.6960999999999999,0.35229999999999995,0.6966,0.10441499999999998,0.052845,0.10449,8.844705,Low,Greenwashing Risk | Low Coverage
ZF_CV_India_BRSR_FY_2024-25,0.8140000000000001,0.4679,0.6121,0.0,0.0,0.0,0.8140000000000001,0.4679,0.6121,0.12210000000000004,0.070185,0.09181500000000001,8.843510000000002,Low,Greenwashing Risk | High Volatility
ASAHI INDIA GLASS LTD_22_23,0.6394,0.6218,0.4603,0.0,0.0,0.0,0.6394,0.6218,0.4603,0.09591,0.09327000000000002,0.06904500000000001,8.837535000000003,Low,Greenwashing Risk
SBILIFE_07082025192458_SE07082025BRSR_signed,0.5697,0.5255,0.6957,0.0,0.0,0.0,0.5697,0.5255,0.6957,0.085455,0.078825,0.10435500000000003,8.812470000000001,Low,Greenwashing Risk
SCHNEIDER ELECTRIC Infrastructure,0.6073,0.5748,0.5675,0.0,0.0,0.0,0.6073,0.5748,0.5675,0.09109500000000001,0.08622000000000002,0.085125,8.809125000000002,Low,Greenwashing Risk
COROMANDELINT_02072025223937_CIL_letter_SD,0.7964,0.4991,0.593,0.0,0.0,0.0,0.7964,0.4991,0.593,0.11946000000000001,0.07486500000000001,0.08895,8.800805,Low,Greenwashing Risk | High Volatility
ATUL LTD_24_25,0.7240000000000001,0.4851,0.7371,0.0,0.0,0.0,0.7240000000000001,0.4851,0.7371,0.1086,0.072765,0.110565,8.79824,Low,Greenwashing Risk | High Volatility
LATENT VIEW ANALYTICS LTD,0.7421,0.6557,0.493,0.0,0.0,0.0,0.7421,0.6557,0.493,0.111315,0.09835500000000003,0.07395000000000002,8.795615,Medium,Greenwashing Risk | High Volatility
Patanjali Foods Ltd,0.6962,0.5354,0.7212999999999999,0.0,0.0,0.0,0.6962,0.5354,0.7212999999999999,0.10443,0.08031000000000002,0.10819500000000001,8.789405,Low,Greenwashing Risk | High Volatility
AKZO NOBEL INDIA LTD_24_25,0.7045,0.652,0.5611999999999999,0.0,0.0,0.0,0.7045,0.652,0.5611999999999999,0.10567499999999999,0.09780000000000003,0.08418,8.786,Low,Greenwashing Risk | High Volatility
Abbott-2024-Global-Sustainability-Report-June-2025,0.6966,0.4536,0.8162,0.0,0.0,0.0,0.6966,0.4536,0.8162,0.10449,0.06804000000000002,0.12243000000000004,8.767550000000002,Low,Greenwashing Risk | High Volatility
WHIRLPOOL_14082025140444_2025_08_14_BRSR_signed,0.6870999999999999,0.5367000000000001,0.7295,0.0,0.0,0.0,0.6870999999999999,0.5367000000000001,0.7295,0.10306499999999999,0.08050500000000002,0.109425,8.76614,Low,Greenwashing Risk | High Volatility
IDEA_01082025183304_SEIntimationBRSR01082025signed,0.6797,0.5331,0.7467,0.0,0.0,0.0,0.6797,0.5331,0.7467,0.10195500000000002,0.07996500000000001,0.112005,8.76506,Low,Greenwashing Risk | High Volatility
ADANI POWER LTD - 22-23,0.7203,0.4913,0.7179000000000001,0.0,0.0,0.0,0.7203,0.4913,0.7179000000000001,0.10804500000000003,0.07369500000000002,0.107685,8.730650000000002,Low,Greenwashing Risk | High Volatility
GLOBAL HEALTH LTD:INDIA,0.7289,0.4457,0.7585,0.0,0.0,0.0,0.7289,0.4457,0.7585,0.10933499999999999,0.066855,0.11377500000000002,8.72762,Low,Greenwashing Risk | High Volatility
SJVN_01092025180248_brsr,0.6581999999999999,0.4526,0.6075,0.0,0.0,0.0,0.6581999999999999,0.4526,0.6075,0.09872999999999998,0.06789,0.09112500000000001,8.726835,Low,Greenwashing Risk
DELHIVERY LTD,0.6624,0.562,0.7291,0.0,0.0,0.0,0.6624,0.562,0.7291,0.09936000000000003,0.08430000000000001,0.10936500000000002,8.719265000000002,Medium,Greenwashing Risk | High Volatility
General Insurance Corp_01092025231521_AGM4BRSR,0.6463,0.5581,0.76,0.0,0.0,0.0,0.6463,0.5581,0.76,0.09694500000000003,0.08371500000000001,0.11400000000000005,8.710745000000003,Low,Greenwashing Risk | High Volatility
YESBANK_26072025195720_SE_Intimation_Integrated_Annual_Report-2024-25_signed,0.5835,0.5257000000000001,0.9083,0.0,0.0,0.0,0.5835,0.5257000000000001,0.9083,0.08752500000000002,0.07885500000000001,0.13624500000000003,8.701730000000003,Low,Greenwashing Risk | High Volatility
TORNTPOWER_10072025192825_BRSR,0.6751999999999999,0.5339,0.7358,0.0,0.0,0.0,0.6751999999999999,0.5339,0.7358,0.10128000000000001,0.08008500000000002,0.11037000000000002,8.698205000000002,Low,Greenwashing Risk | High Volatility
BRITANNIA1_19072025235926_BRSR_Intimation_signed,0.6951999999999999,0.48960000000000004,0.7552,0.0,0.0,0.0,0.6951999999999999,0.48960000000000004,0.7552,0.10428000000000001,0.07344,0.11328000000000002,8.696960000000002,Low,Greenwashing Risk | High Volatility
ALKYL AMINES CHEMICALS LTD_23_24,0.7684000000000001,0.43479999999999996,0.6933,0.0,0.0,0.0,0.7684000000000001,0.43479999999999996,0.6933,0.11526000000000006,0.06522,0.103995,8.693135000000003,Low,Greenwashing Risk | High Volatility
